filename,baunvo-1,baunvo-2,baunvo-3,baunvo-4,baunvo-4a,baunvo-5,baunvo-5a,baunvo-6,baunvo-6a,baunvo-7,baunvo-8,baunvo-9,baunvo-10,baunvo-11,baunvo-12,baunvo-13,baunvo-13a,baunvo-14,baunvo-15,baunvo-16,baunvo-17,baunvo-18,baunvo-19,baunvo-20,baunvo-21,baunvo-21a,13b
49844_5.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,['stellplätze'],
49844_6.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,
49844_7.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,
49844_8.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,
49844_9.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,
50388_0.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,
50388_1.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,
50388_2.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,
52718_0.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,
52718_1.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,
52718_10.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,
52718_11.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,
52718_12.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,
52718_13.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,
52718_14.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,
52718_2.jpg,,,,,,,,,,['kerngebiete'],,,,,,,,,,,,,,,,,
52718_3.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,
52718_4.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,
52718_5.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,
52718_6.jpg,,,,,,,,,,,,,,['11 baunvo'],,,,,,,,,,,,,
52718_7.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,
52718_8.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,
52718_9.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,
54008_0.jpg,,,,,,,,,,,,,,,,,,,,,,,"['grundflächenzahl', 'grz']",['vollgeschosse'],,['stellplätze'],
54103_0.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,
54103_1.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,
54103_10.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,
54103_11.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,
54103_12.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,
54103_13.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,
54103_14.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,
54103_15.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,
54103_16.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,
54103_17.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,
54103_18.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,['stellplätze'],
54103_19.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,
54103_2.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,
54103_20.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,
54103_21.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,
54103_22.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,
54103_23.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,
54103_24.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,
54103_25.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,
54103_26.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,
54103_27.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,['stellplätze'],
54103_28.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,
54103_29.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,['stellplätze'],
54103_3.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,
54103_30.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,
54103_31.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,
54103_32.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,
54103_33.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,
54103_34.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,
54103_35.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,
54103_36.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,
54103_37.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,
54103_38.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,
54103_39.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,
54103_4.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,
54103_40.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,
54103_41.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,
54103_42.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,
54103_43.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,
54103_44.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,
54103_45.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,
54103_46.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,
54103_47.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,
54103_48.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,
54103_49.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,
54103_5.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,
54103_50.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,
54103_51.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,
54103_52.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,
54103_53.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,
54103_54.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,
54103_55.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,
54103_56.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,
54103_57.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,
54103_58.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,
54103_59.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,
54103_6.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,
54103_60.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,
54103_61.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,
