id,Hinweis zu den Daten,Name,Nummer,Beschreibung,Gemeindekennzeichen,Stadt/Gemeinde,Planart,Datum des Inkrafttretens,Rechtsstand(vorbehaltlich aktueller Änderungen),URL des Rasterbildes,URL zur Legende,URL der textlichen Festsetzung
0,"Für die Richtigkeit, Aktualität und Vollständigkeit der Daten wird keine Gewähr übernommen. Dieser Dienst ersetzt nicht die Rechtsverbindlichkeit der Originalpläne. Nur der Originalplan gibt im Sinne des BauGB die gültige Rechtslage wieder. Für rechtsverbindliche Auskünfte wenden Sie sich bitte an die zuständige Kommune.",Obernburg Nord,027_000,Obernburg Nord,9676145,Obernburg a.Main,qualifizierter Bebauungsplan,1963-04-18,Rechtskraft,http://gis.kreis-mil.de/bpl/Obernburg/Obernburg_Nord/Rechtsplan.pdf,http://gis.kreis-mil.de/bpl/Obernburg/Obernburg_Nord/Festsetzungen.pdf,http://gis.kreis-mil.de/bpl/Obernburg/Obernburg_Nord/Festsetzungen.pdf
1,"Für die Richtigkeit, Aktualität und Vollständigkeit der Daten wird keine Gewähr übernommen. Dieser Dienst ersetzt nicht die Rechtsverbindlichkeit der Originalpläne. Nur der Originalplan gibt im Sinne des BauGB die gültige Rechtslage wieder. Für rechtsverbindliche Auskünfte wenden Sie sich bitte an die zuständige Kommune.",Am oberen neuen Weg,006_000,Am oberen neuen Weg,9676145,Obernburg a.Main,qualifizierter Bebauungsplan,1963-10-11,Rechtskraft,http://gis.kreis-mil.de/bpl/Obernburg/Am_Oberen_Neuen_Weg/Rechtsplan.pdf,http://gis.kreis-mil.de/bpl/Obernburg/Am_Oberen_Neuen_Weg/Festsetzungen.pdf,http://gis.kreis-mil.de/bpl/Obernburg/Am_Oberen_Neuen_Weg/Festsetzungen.pdf
2,"Für die Richtigkeit, Aktualität und Vollständigkeit der Daten wird keine Gewähr übernommen. Dieser Dienst ersetzt nicht die Rechtsverbindlichkeit der Originalpläne. Nur der Originalplan gibt im Sinne des BauGB die gültige Rechtslage wieder. Für rechtsverbindliche Auskünfte wenden Sie sich bitte an die zuständige Kommune.",Volksschule,038_000,Volksschule,9676145,Obernburg a.Main,qualifizierter Bebauungsplan,1971-09-06,Rechtskraft,http://gis.kreis-mil.de/bpl/Obernburg/Volksschule/Rechtsplan.pdf,http://gis.kreis-mil.de/bpl/Obernburg/Volksschule/Festsetzungen.pdf,http://gis.kreis-mil.de/bpl/Obernburg/Volksschule/Festsetzungen.pdf
3,"Für die Richtigkeit, Aktualität und Vollständigkeit der Daten wird keine Gewähr übernommen. Dieser Dienst ersetzt nicht die Rechtsverbindlichkeit der Originalpläne. Nur der Originalplan gibt im Sinne des BauGB die gültige Rechtslage wieder. Für rechtsverbindliche Auskünfte wenden Sie sich bitte an die zuständige Kommune.",Am Graben - Brennerweg,002_000,Am Graben - Brennerweg,9676145,Obernburg a.Main,qualifizierter Bebauungsplan,1980-07-01,Rechtskraft,http://gis.kreis-mil.de/bpl/Obernburg/Am_Graben_Brennerweg/Rechtsplan.pdf,http://gis.kreis-mil.de/bpl/Obernburg/Am_Graben_Brennerweg/Festsetzungen.pdf,http://gis.kreis-mil.de/bpl/Obernburg/Am_Graben_Brennerweg/Festsetzungen.pdf
4,"Für die Richtigkeit, Aktualität und Vollständigkeit der Daten wird keine Gewähr übernommen. Dieser Dienst ersetzt nicht die Rechtsverbindlichkeit der Originalpläne. Nur der Originalplan gibt im Sinne des BauGB die gültige Rechtslage wieder. Für rechtsverbindliche Auskünfte wenden Sie sich bitte an die zuständige Kommune.",Rüdhölle,031_000,Rüdhölle,9676145,Obernburg a.Main,qualifizierter Bebauungsplan,1980-07-01,Rechtskraft,http://gis.kreis-mil.de/bpl/Obernburg/Ruedhoelle/Rechtsplan.pdf,http://gis.kreis-mil.de/bpl/Obernburg/Ruedhoelle/Festsetzungen.pdf,http://gis.kreis-mil.de/bpl/Obernburg/Ruedhoelle/Festsetzungen.pdf
5,"Für die Richtigkeit, Aktualität und Vollständigkeit der Daten wird keine Gewähr übernommen. Dieser Dienst ersetzt nicht die Rechtsverbindlichkeit der Originalpläne. Nur der Originalplan gibt im Sinne des BauGB die gültige Rechtslage wieder. Für rechtsverbindliche Auskünfte wenden Sie sich bitte an die zuständige Kommune.",Am Graben - Brennerweg - Erweiterung,002_001,Am Graben - Brennerweg - Erweiterung,9676145,Obernburg a.Main,qualifizierter Bebauungsplan,1984-07-13,Rechtskraft,http://gis.kreis-mil.de/bpl/Obernburg/Am_Graben_Brennerweg_Erweiterung/Rechtsplan.pdf,http://gis.kreis-mil.de/bpl/Obernburg/Am_Graben_Brennerweg_Erweiterung/Festsetzungen.pdf,http://gis.kreis-mil.de/bpl/Obernburg/Am_Graben_Brennerweg_Erweiterung/Festsetzungen.pdf
6,"Für die Richtigkeit, Aktualität und Vollständigkeit der Daten wird keine Gewähr übernommen. Dieser Dienst ersetzt nicht die Rechtsverbindlichkeit der Originalpläne. Nur der Originalplan gibt im Sinne des BauGB die gültige Rechtslage wieder. Für rechtsverbindliche Auskünfte wenden Sie sich bitte an die zuständige Kommune.",Am Mühlrain III,004_000,Am Mühlrain III,9676145,Obernburg a.Main,qualifizierter Bebauungsplan,1988-10-12,Rechtskraft,http://gis.kreis-mil.de/bpl/Obernburg/Am_Muehlrain_III/Rechtsplan.pdf,http://gis.kreis-mil.de/bpl/Obernburg/Am_Muehlrain_III/Festsetzungen.pdf,http://gis.kreis-mil.de/bpl/Obernburg/Am_Muehlrain_III/Festsetzungen.pdf
7,"Für die Richtigkeit, Aktualität und Vollständigkeit der Daten wird keine Gewähr übernommen. Dieser Dienst ersetzt nicht die Rechtsverbindlichkeit der Originalpläne. Nur der Originalplan gibt im Sinne des BauGB die gültige Rechtslage wieder. Für rechtsverbindliche Auskünfte wenden Sie sich bitte an die zuständige Kommune.",Rüdhölle - 1. Änderung,031_001,Rüdhölle - 1. Änderung,9676145,Obernburg a.Main,qualifizierter Bebauungsplan,1992-04-01,Rechtskraft,http://gis.kreis-mil.de/bpl/Obernburg/Ruedhoelle_1_Aenderung/Rechtsplan.pdf,http://gis.kreis-mil.de/bpl/Obernburg/Ruedhoelle_1_Aenderung/Festsetzungen.pdf,http://gis.kreis-mil.de/bpl/Obernburg/Ruedhoelle_1_Aenderung/Festsetzungen.pdf
8,"Für die Richtigkeit, Aktualität und Vollständigkeit der Daten wird keine Gewähr übernommen. Dieser Dienst ersetzt nicht die Rechtsverbindlichkeit der Originalpläne. Nur der Originalplan gibt im Sinne des BauGB die gültige Rechtslage wieder. Für rechtsverbindliche Auskünfte wenden Sie sich bitte an die zuständige Kommune.",Sanierungsgebiet Altstadt,032_000,Sanierungsgebiet Altstadt,9676145,Obernburg a.Main,Ergänzungssatzung,1992-04-16,Rechtskraft,http://gis.kreis-mil.de/bpl/Obernburg/Sanierungsgebiet_Altstadt/Rechtsplan.pdf,http://gis.kreis-mil.de/bpl/Obernburg/Sanierungsgebiet_Altstadt/Festsetzungen.pdf,http://gis.kreis-mil.de/bpl/Obernburg/Sanierungsgebiet_Altstadt/Festsetzungen.pdf
9,"Für die Richtigkeit, Aktualität und Vollständigkeit der Daten wird keine Gewähr übernommen. Dieser Dienst ersetzt nicht die Rechtsverbindlichkeit der Originalpläne. Nur der Originalplan gibt im Sinne des BauGB die gültige Rechtslage wieder. Für rechtsverbindliche Auskünfte wenden Sie sich bitte an die zuständige Kommune.",Kreßstrasse,018_000,Kreßstrasse,9676145,Obernburg a.Main,qualifizierter Bebauungsplan,1992-05-20,Rechtskraft,http://gis.kreis-mil.de/bpl/Obernburg/Kressstrasse/Rechtsplan.pdf,http://gis.kreis-mil.de/bpl/Obernburg/Kressstrasse/Festsetzungen.pdf,http://gis.kreis-mil.de/bpl/Obernburg/Kressstrasse/Festsetzungen.pdf
10,"Für die Richtigkeit, Aktualität und Vollständigkeit der Daten wird keine Gewähr übernommen. Dieser Dienst ersetzt nicht die Rechtsverbindlichkeit der Originalpläne. Nur der Originalplan gibt im Sinne des BauGB die gültige Rechtslage wieder. Für rechtsverbindliche Auskünfte wenden Sie sich bitte an die zuständige Kommune.",Am Stiftshof,007_000,Am Stiftshof,9676145,Obernburg a.Main,qualifizierter Bebauungsplan,1992-06-03,Rechtskraft,http://gis.kreis-mil.de/bpl/Obernburg/Am_Stiftshof/Rechtsplan.pdf,http://gis.kreis-mil.de/bpl/Obernburg/Am_Stiftshof/Festsetzungen.pdf,http://gis.kreis-mil.de/bpl/Obernburg/Am_Stiftshof/Festsetzungen.pdf
11,"Für die Richtigkeit, Aktualität und Vollständigkeit der Daten wird keine Gewähr übernommen. Dieser Dienst ersetzt nicht die Rechtsverbindlichkeit der Originalpläne. Nur der Originalplan gibt im Sinne des BauGB die gültige Rechtslage wieder. Für rechtsverbindliche Auskünfte wenden Sie sich bitte an die zuständige Kommune.",Obernburg Nord - 1. Änderung und Erweiterung,027_001,Obernburg Nord - 1. Änderung und Erweiterung,9676145,Obernburg a.Main,qualifizierter Bebauungsplan,1995-06-01,Rechtskraft,http://gis.kreis-mil.de/bpl/Obernburg/Obernburg_Nord_1_Aenderung_und_Erweiterung/Rechtsplan.pdf,http://gis.kreis-mil.de/bpl/Obernburg/Obernburg_Nord_1_Aenderung_und_Erweiterung/Festsetzungen.pdf,http://gis.kreis-mil.de/bpl/Obernburg/Obernburg_Nord_1_Aenderung_und_Erweiterung/Festsetzungen.pdf
12,"Für die Richtigkeit, Aktualität und Vollständigkeit der Daten wird keine Gewähr übernommen. Dieser Dienst ersetzt nicht die Rechtsverbindlichkeit der Originalpläne. Nur der Originalplan gibt im Sinne des BauGB die gültige Rechtslage wieder. Für rechtsverbindliche Auskünfte wenden Sie sich bitte an die zuständige Kommune.",Miltenberger Strasse,021_000,Miltenberger Strasse,9676145,Obernburg a.Main,qualifizierter Bebauungsplan,1995-10-18,Rechtskraft,http://gis.kreis-mil.de/bpl/Obernburg/Miltenberger_Strasse/Rechtsplan.pdf,http://gis.kreis-mil.de/bpl/Obernburg/Miltenberger_Strasse/Festsetzungen.pdf,http://gis.kreis-mil.de/bpl/Obernburg/Miltenberger_Strasse/Festsetzungen.pdf
13,"Für die Richtigkeit, Aktualität und Vollständigkeit der Daten wird keine Gewähr übernommen. Dieser Dienst ersetzt nicht die Rechtsverbindlichkeit der Originalpläne. Nur der Originalplan gibt im Sinne des BauGB die gültige Rechtslage wieder. Für rechtsverbindliche Auskünfte wenden Sie sich bitte an die zuständige Kommune.",Römerstrasse,030_000,Römerstrasse,9676145,Obernburg a.Main,qualifizierter Bebauungsplan,1998-07-16,Rechtskraft,http://gis.kreis-mil.de/bpl/Obernburg/Roemerstrasse/Rechtsplan.pdf,http://gis.kreis-mil.de/bpl/Obernburg/Roemerstrasse/Festsetzungen.pdf,http://gis.kreis-mil.de/bpl/Obernburg/Roemerstrasse/Festsetzungen.pdf
14,"Für die Richtigkeit, Aktualität und Vollständigkeit der Daten wird keine Gewähr übernommen. Dieser Dienst ersetzt nicht die Rechtsverbindlichkeit der Originalpläne. Nur der Originalplan gibt im Sinne des BauGB die gültige Rechtslage wieder. Für rechtsverbindliche Auskünfte wenden Sie sich bitte an die zuständige Kommune.",Stadthalle,033_000,Stadthalle,9676145,Obernburg a.Main,qualifizierter Bebauungsplan,1998-11-12,Rechtskraft,http://gis.kreis-mil.de/bpl/Obernburg/Stadthalle/Rechtsplan.pdf,http://gis.kreis-mil.de/bpl/Obernburg/Stadthalle/Festsetzungen.pdf,http://gis.kreis-mil.de/bpl/Obernburg/Stadthalle/Festsetzungen.pdf
15,"Für die Richtigkeit, Aktualität und Vollständigkeit der Daten wird keine Gewähr übernommen. Dieser Dienst ersetzt nicht die Rechtsverbindlichkeit der Originalpläne. Nur der Originalplan gibt im Sinne des BauGB die gültige Rechtslage wieder. Für rechtsverbindliche Auskünfte wenden Sie sich bitte an die zuständige Kommune.",Wohn-Center Spilger,039_000,Wohn-Center Spilger,9676145,Obernburg a.Main,qualifizierter Bebauungsplan,2000-03-30,Rechtskraft,http://gis.kreis-mil.de/bpl/Obernburg/Wohn_Center_Spilger/Rechtsplan.pdf,http://gis.kreis-mil.de/bpl/Obernburg/Wohn_Center_Spilger/Festsetzungen.pdf,http://gis.kreis-mil.de/bpl/Obernburg/Wohn_Center_Spilger/Festsetzungen.pdf
16,"Für die Richtigkeit, Aktualität und Vollständigkeit der Daten wird keine Gewähr übernommen. Dieser Dienst ersetzt nicht die Rechtsverbindlichkeit der Originalpläne. Nur der Originalplan gibt im Sinne des BauGB die gültige Rechtslage wieder. Für rechtsverbindliche Auskünfte wenden Sie sich bitte an die zuständige Kommune.",Oberer neuer Weg - Katzental,026_000,Oberer neuer Weg - Katzental,9676145,Obernburg a.Main,qualifizierter Bebauungsplan,2004-10-14,Rechtskraft,http://gis.kreis-mil.de/bpl/Obernburg/Oberer_neuer_Weg_Katzental/Rechtsplan.pdf,http://gis.kreis-mil.de/bpl/Obernburg/Oberer_neuer_Weg_Katzental/Festsetzungen.pdf,http://gis.kreis-mil.de/bpl/Obernburg/Oberer_neuer_Weg_Katzental/Festsetzungen.pdf
17,"Für die Richtigkeit, Aktualität und Vollständigkeit der Daten wird keine Gewähr übernommen. Dieser Dienst ersetzt nicht die Rechtsverbindlichkeit der Originalpläne. Nur der Originalplan gibt im Sinne des BauGB die gültige Rechtslage wieder. Für rechtsverbindliche Auskünfte wenden Sie sich bitte an die zuständige Kommune.",Photovoltaikfreianlage Reuschenberg,041_000,Photovoltaikfreianlage Reuschenberg,9676145,Obernburg a.Main,qualifizierter Bebauungsplan,2009-12-10,Rechtskraft,http://gis.kreis-mil.de/bpl/Obernburg/Photovoltaikfreianlage_Reuschenberg/Rechtsplan.pdf,http://gis.kreis-mil.de/bpl/Obernburg/Photovoltaikfreianlage_Reuschenberg/Festsetzungen.pdf,http://gis.kreis-mil.de/bpl/Obernburg/Photovoltaikfreianlage_Reuschenberg/Festsetzungen.pdf
18,"Für die Richtigkeit, Aktualität und Vollständigkeit der Daten wird keine Gewähr übernommen. Dieser Dienst ersetzt nicht die Rechtsverbindlichkeit der Originalpläne. Nur der Originalplan gibt im Sinne des BauGB die gültige Rechtslage wieder. Für rechtsverbindliche Auskünfte wenden Sie sich bitte an die zuständige Kommune.",Freifeld PV Solarpark Mönchberg,019_000,Freifeld PV Solarpark Mönchberg,9676141,9676141,vorhabenbezogener Bebauungsplan,2015-06-17,Rechtskraft,https://gis.kreis-mil.de/bpl/Moenchberg/Photovoltaik_Moenchberg/Rechtsplan.pdf,https://gis.kreis-mil.de/bpl/Moenchberg/Photovoltaik_Moenchberg/Festsetzungen.pdf,https://gis.kreis-mil.de/bpl/Moenchberg/Photovoltaik_Moenchberg/Festsetzungen.pdf
19,"Für die Richtigkeit, Aktualität und Vollständigkeit der Daten wird keine Gewähr übernommen. Dieser Dienst ersetzt nicht die Rechtsverbindlichkeit der Originalpläne. Nur der Originalplan gibt im Sinne des BauGB die gültige Rechtslage wieder. Für rechtsverbindliche Auskünfte wenden Sie sich bitte an die zuständige Kommune.",Volkersbrunner Straße,Heimbuchenthal_14-000,Urplan,9671127,Heimbuchenthal,qualifizierter Bebauungsplan,1963-05-16,Rechtskraft,https://www.vgem-mespelbrunn.de/Portals/1/Heimbuchenthal/BPlan/BPlan%20Volkersbrunner%20Stra%C3%9Fe.pdf,https://www.vgem-mespelbrunn.de/Portals/1/Heimbuchenthal/BPlan/BPlan%20Volkersbrunner%20Stra%C3%9Fe.pdf,https://www.vgem-mespelbrunn.de/Portals/1/Heimbuchenthal/BPlan/BPlan%20Volkersbrunner%20Stra%C3%9Fe.pdf
20,"Für die Richtigkeit, Aktualität und Vollständigkeit der Daten wird keine Gewähr übernommen. Dieser Dienst ersetzt nicht die Rechtsverbindlichkeit der Originalpläne. Nur der Originalplan gibt im Sinne des BauGB die gültige Rechtslage wieder. Für rechtsverbindliche Auskünfte wenden Sie sich bitte an die zuständige Kommune.",Heinrichsgut,Heimbuchenthal_16-000,Urplan,9671127,Heimbuchenthal,qualifizierter Bebauungsplan,1970-01-26,Rechtskraft,https://www.vgem-mespelbrunn.de/Portals/1/Heimbuchenthal/BPlan/BPlan%20Im%20Heinrichsgut.pdf,https://www.vgem-mespelbrunn.de/Portals/1/Heimbuchenthal/BPlan/BPlan%20Im%20Heinrichsgut.pdf,https://www.vgem-mespelbrunn.de/Portals/1/Heimbuchenthal/BPlan/BPlan%20Im%20Heinrichsgut.pdf
21,"Für die Richtigkeit, Aktualität und Vollständigkeit der Daten wird keine Gewähr übernommen. Dieser Dienst ersetzt nicht die Rechtsverbindlichkeit der Originalpläne. Nur der Originalplan gibt im Sinne des BauGB die gültige Rechtslage wieder. Für rechtsverbindliche Auskünfte wenden Sie sich bitte an die zuständige Kommune.",Gesamtbebauungsplan Erweiterung und Änderung Volkersbrunn,020_000,Gesamtbebauungsplan Erweiterung und Änderung Volkersbrunn,9676136,Leidersbach,qualifizierter Bebauungsplan,1974-11-15,Rechtskraft,http://gis.kreis-mil.de/bpl/Leidersbach/Volkersbrunn/Gesamtbebauungsplan_Erweiterung_und_Aenderung_Volkersbrunn/Rechtsplan.pdf,http://gis.kreis-mil.de/bpl/Leidersbach/Volkersbrunn/Gesamtbebauungsplan_Erweiterung_und_Aenderung_Volkersbrunn/Festsetzungen.pdf,http://gis.kreis-mil.de/bpl/Leidersbach/Volkersbrunn/Gesamtbebauungsplan_Erweiterung_und_Aenderung_Volkersbrunn/Festsetzungen.pdf
22,"Für die Richtigkeit, Aktualität und Vollständigkeit der Daten wird keine Gewähr übernommen. Dieser Dienst ersetzt nicht die Rechtsverbindlichkeit der Originalpläne. Nur der Originalplan gibt im Sinne des BauGB die gültige Rechtslage wieder. Für rechtsverbindliche Auskünfte wenden Sie sich bitte an die zuständige Kommune.",Erweiterung Volkersbrunner Straße,Heimbuchenthal_15-000,Urplan,9671127,Heimbuchenthal,qualifizierter Bebauungsplan,1993-04-08,Rechtskraft,https://www.vgem-mespelbrunn.de/Portals/1/Heimbuchenthal/BPlan/BPlan%20Volkersbrunner%20Stra%C3%9Fe%20-%20Erweiterung.pdf,https://www.vgem-mespelbrunn.de/Portals/1/Heimbuchenthal/BPlan/BPlan%20Volkersbrunner%20Stra%C3%9Fe%20-%20Erweiterung.pdf,https://www.vgem-mespelbrunn.de/Portals/1/Heimbuchenthal/BPlan/BPlan%20Volkersbrunner%20Stra%C3%9Fe%20-%20Erweiterung.pdf
23,"Für die Richtigkeit, Aktualität und Vollständigkeit der Daten wird keine Gewähr übernommen. Dieser Dienst ersetzt nicht die Rechtsverbindlichkeit der Originalpläne. Nur der Originalplan gibt im Sinne des BauGB die gültige Rechtslage wieder. Für rechtsverbindliche Auskünfte wenden Sie sich bitte an die zuständige Kommune.",Erweiterung Am Eichenberg,Heimbuchenthal_01-000,Urplan,9671127,Heimbuchenthal,qualifizierter Bebauungsplan,1994-01-14,Rechtskraft,https://www.vgem-mespelbrunn.de/Portals/1/Heimbuchenthal/BPlan/BPlan%20Am%20Eichenberg%20-%20Erweiterung.pdf,https://www.vgem-mespelbrunn.de/Portals/1/Heimbuchenthal/BPlan/BPlan%20Am%20Eichenberg%20-%20Erweiterung.pdf,https://www.vgem-mespelbrunn.de/Portals/1/Heimbuchenthal/BPlan/BPlan%20Am%20Eichenberg%20-%20Erweiterung.pdf
24,"Für die Richtigkeit, Aktualität und Vollständigkeit der Daten wird keine Gewähr übernommen. Dieser Dienst ersetzt nicht die Rechtsverbindlichkeit der Originalpläne. Nur der Originalplan gibt im Sinne des BauGB die gültige Rechtslage wieder. Für rechtsverbindliche Auskünfte wenden Sie sich bitte an die zuständige Kommune.",Erweiterung Volkersbrunner Straße (Änderung 1),Heimbuchenthal_15-001,"1. Änderung zu Urplan ""Erweiterung Volkersbrunner Straße""",9671127,Heimbuchenthal,qualifizierter Bebauungsplan,1994-06-24,Rechtskraft,https://www.vgem-mespelbrunn.de/Portals/1/Heimbuchenthal/BPlan/BPlan%20Volkersbrunner%20Stra%C3%9Fe%20-%20Erweiterung%201.%C3%84nderung.pdf,https://www.vgem-mespelbrunn.de/Portals/1/Heimbuchenthal/BPlan/BPlan%20Volkersbrunner%20Stra%C3%9Fe%20-%20Erweiterung%201.%C3%84nderung.pdf,https://www.vgem-mespelbrunn.de/Portals/1/Heimbuchenthal/BPlan/BPlan%20Volkersbrunner%20Stra%C3%9Fe%20-%20Erweiterung%201.%C3%84nderung.pdf
25,"Für die Richtigkeit, Aktualität und Vollständigkeit der Daten wird keine Gewähr übernommen. Dieser Dienst ersetzt nicht die Rechtsverbindlichkeit der Originalpläne. Nur der Originalplan gibt im Sinne des BauGB die gültige Rechtslage wieder. Für rechtsverbindliche Auskünfte wenden Sie sich bitte an die zuständige Kommune.",Am Jägersweg,019_000,Am Jägersweg,9676136,Leidersbach,qualifizierter Bebauungsplan,1994-10-28,Rechtskraft,http://gis.kreis-mil.de/bpl/Leidersbach/Volkersbrunn/Am_Jaegersweg/Rechtsplan.pdf,http://gis.kreis-mil.de/bpl/Leidersbach/Volkersbrunn/Am_Jaegersweg/Festsetzungen.pdf,http://gis.kreis-mil.de/bpl/Leidersbach/Volkersbrunn/Am_Jaegersweg/Festsetzungen.pdf
26,"Für die Richtigkeit, Aktualität und Vollständigkeit der Daten wird keine Gewähr übernommen. Dieser Dienst ersetzt nicht die Rechtsverbindlichkeit der Originalpläne. Nur der Originalplan gibt im Sinne des BauGB die gültige Rechtslage wieder. Für rechtsverbindliche Auskünfte wenden Sie sich bitte an die zuständige Kommune.",Sondergebiet Hofgut,Heimbuchenthal_12-000,Urplan,9671127,Heimbuchenthal,qualifizierter Bebauungsplan,1997-01-10,Rechtskraft,https://www.vgem-mespelbrunn.de/Portals/1/Heimbuchenthal/BPlan/BPlan%20Sondergebiet%20Hofgut.pdf,https://www.vgem-mespelbrunn.de/Portals/1/Heimbuchenthal/BPlan/BPlan%20Sondergebiet%20Hofgut.pdf,https://www.vgem-mespelbrunn.de/Portals/1/Heimbuchenthal/BPlan/BPlan%20Sondergebiet%20Hofgut.pdf
27,"Für die Richtigkeit, Aktualität und Vollständigkeit der Daten wird keine Gewähr übernommen. Dieser Dienst ersetzt nicht die Rechtsverbindlichkeit der Originalpläne. Nur der Originalplan gibt im Sinne des BauGB die gültige Rechtslage wieder. Für rechtsverbindliche Auskünfte wenden Sie sich bitte an die zuständige Kommune.",Gartenhausgebiet Reinfurtsgut,Heimbuchenthal_05-000,Urplan,9671127,Heimbuchenthal,qualifizierter Bebauungsplan,1997-11-14,Rechtskraft,https://www.vgem-mespelbrunn.de/Portals/1/Heimbuchenthal/BPlan/BPlan%20Gartenhausgebiet%20Reinfurtsgut.pdf,https://www.vgem-mespelbrunn.de/Portals/1/Heimbuchenthal/BPlan/BPlan%20Gartenhausgebiet%20Reinfurtsgut.pdf,https://www.vgem-mespelbrunn.de/Portals/1/Heimbuchenthal/BPlan/BPlan%20Gartenhausgebiet%20Reinfurtsgut.pdf
28,"Für die Richtigkeit, Aktualität und Vollständigkeit der Daten wird keine Gewähr übernommen. Dieser Dienst ersetzt nicht die Rechtsverbindlichkeit der Originalpläne. Nur der Originalplan gibt im Sinne des BauGB die gültige Rechtslage wieder. Für rechtsverbindliche Auskünfte wenden Sie sich bitte an die zuständige Kommune.",Kreuzdelle,Heimbuchenthal_17-000,Urplan,9671127,Heimbuchenthal,qualifizierter Bebauungsplan,1998-10-23,Rechtskraft,https://www.vgem-mespelbrunn.de/Portals/1/Heimbuchenthal/BPlan/BPlan%20Kreuzdelle.pdf,https://www.vgem-mespelbrunn.de/Portals/1/Heimbuchenthal/BPlan/BPlan%20Kreuzdelle.pdf,https://www.vgem-mespelbrunn.de/Portals/1/Heimbuchenthal/BPlan/BPlan%20Kreuzdelle.pdf
29,"Für die Richtigkeit, Aktualität und Vollständigkeit der Daten wird keine Gewähr übernommen. Dieser Dienst ersetzt nicht die Rechtsverbindlichkeit der Originalpläne. Nur der Originalplan gibt im Sinne des BauGB die gültige Rechtslage wieder. Für rechtsverbindliche Auskünfte wenden Sie sich bitte an die zuständige Kommune.",Rotmauer,Heimbuchenthal_18-000,Urplan,9671127,Heimbuchenthal,qualifizierter Bebauungsplan,2006-07-14,Rechtskraft,http://www.mespelbrunn.de/LinkClick.aspx?fileticket=EHaPXVhpDsk%3d&tabid=5962,http://www.mespelbrunn.de/LinkClick.aspx?fileticket=EHaPXVhpDsk%3d&tabid=5962,http://www.mespelbrunn.de/LinkClick.aspx?fileticket=EHaPXVhpDsk%3d&tabid=5962
30,"Für die Richtigkeit, Aktualität und Vollständigkeit der Daten wird keine Gewähr übernommen. Dieser Dienst ersetzt nicht die Rechtsverbindlichkeit der Originalpläne. Nur der Originalplan gibt im Sinne des BauGB die gültige Rechtslage wieder. Für rechtsverbindliche Auskünfte wenden Sie sich bitte an die zuständige Kommune.",Volkersbrunner Straße,Heimbuchenthal_14-000,Urplan,9671127,Heimbuchenthal,qualifizierter Bebauungsplan,1963-05-16,Rechtskraft,https://www.vgem-mespelbrunn.de/Portals/1/Heimbuchenthal/BPlan/BPlan%20Volkersbrunner%20Stra%C3%9Fe.pdf,https://www.vgem-mespelbrunn.de/Portals/1/Heimbuchenthal/BPlan/BPlan%20Volkersbrunner%20Stra%C3%9Fe.pdf,https://www.vgem-mespelbrunn.de/Portals/1/Heimbuchenthal/BPlan/BPlan%20Volkersbrunner%20Stra%C3%9Fe.pdf
31,"Für die Richtigkeit, Aktualität und Vollständigkeit der Daten wird keine Gewähr übernommen. Dieser Dienst ersetzt nicht die Rechtsverbindlichkeit der Originalpläne. Nur der Originalplan gibt im Sinne des BauGB die gültige Rechtslage wieder. Für rechtsverbindliche Auskünfte wenden Sie sich bitte an die zuständige Kommune.",Heinrichsgut,Heimbuchenthal_16-000,Urplan,9671127,Heimbuchenthal,qualifizierter Bebauungsplan,1970-01-26,Rechtskraft,https://www.vgem-mespelbrunn.de/Portals/1/Heimbuchenthal/BPlan/BPlan%20Im%20Heinrichsgut.pdf,https://www.vgem-mespelbrunn.de/Portals/1/Heimbuchenthal/BPlan/BPlan%20Im%20Heinrichsgut.pdf,https://www.vgem-mespelbrunn.de/Portals/1/Heimbuchenthal/BPlan/BPlan%20Im%20Heinrichsgut.pdf
32,"Für die Richtigkeit, Aktualität und Vollständigkeit der Daten wird keine Gewähr übernommen. Dieser Dienst ersetzt nicht die Rechtsverbindlichkeit der Originalpläne. Nur der Originalplan gibt im Sinne des BauGB die gültige Rechtslage wieder. Für rechtsverbindliche Auskünfte wenden Sie sich bitte an die zuständige Kommune.",Erweiterung Volkersbrunner Straße,Heimbuchenthal_15-000,Urplan,9671127,Heimbuchenthal,qualifizierter Bebauungsplan,1993-04-08,Rechtskraft,https://www.vgem-mespelbrunn.de/Portals/1/Heimbuchenthal/BPlan/BPlan%20Volkersbrunner%20Stra%C3%9Fe%20-%20Erweiterung.pdf,https://www.vgem-mespelbrunn.de/Portals/1/Heimbuchenthal/BPlan/BPlan%20Volkersbrunner%20Stra%C3%9Fe%20-%20Erweiterung.pdf,https://www.vgem-mespelbrunn.de/Portals/1/Heimbuchenthal/BPlan/BPlan%20Volkersbrunner%20Stra%C3%9Fe%20-%20Erweiterung.pdf
