id,Hinweis zu den Daten,Name,Nummer,Beschreibung,Gemeindekennzeichen,Stadt/Gemeinde,Planart,Datum des Inkrafttretens,Rechtsstand(vorbehaltlich aktueller Änderungen),URL des Rasterbildes,URL zur Legende,URL der textlichen Festsetzung
226,"Für die Richtigkeit, Aktualität und Vollständigkeit der Daten wird keine Gewähr übernommen. Dieser Dienst ersetzt nicht die Rechtsverbindlichkeit der Originalpläne. Nur der Originalplan gibt im Sinne des BauGB die gültige Rechtslage wieder. Für rechtsverbindliche Auskünfte wenden Sie sich bitte an die zuständige Kommune.",Dornäcker,102.0,Urplan,9374163,Vorbach,qualifizierter Bebauungsplan,1997-11-10,Rechtskraft,Keine Angaben,Keine Angaben,Keine Angaben
227,"Für die Richtigkeit, Aktualität und Vollständigkeit der Daten wird keine Gewähr übernommen. Dieser Dienst ersetzt nicht die Rechtsverbindlichkeit der Originalpläne. Nur der Originalplan gibt im Sinne des BauGB die gültige Rechtslage wieder. Für rechtsverbindliche Auskünfte wenden Sie sich bitte an die zuständige Kommune.",Point,103.0,Urplan,9374163,Vorbach,qualifizierter Bebauungsplan,1998-12-18,Rechtskraft,Keine Angaben,Keine Angaben,Keine Angaben
228,"Für die Richtigkeit, Aktualität und Vollständigkeit der Daten wird keine Gewähr übernommen. Dieser Dienst ersetzt nicht die Rechtsverbindlichkeit der Originalpläne. Nur der Originalplan gibt im Sinne des BauGB die gültige Rechtslage wieder. Für rechtsverbindliche Auskünfte wenden Sie sich bitte an die zuständige Kommune.",Pottenstetten Mitte,09376_119_033_001,Urplan,9376119,Burglengenfeld,qualifizierter Bebauungsplan,2019-11-07,Rechtskraft,https://geodaten.landkreis-schwandorf.de/portal/apps/dashboards/1f7936924fcc4a75999bd097c816ddfa#pnr=119_033,https://geodaten.landkreis-schwandorf.de/portal/apps/dashboards/1f7936924fcc4a75999bd097c816ddfa#pnr=119_033,https://geodaten.landkreis-schwandorf.de/portal/apps/dashboards/1f7936924fcc4a75999bd097c816ddfa#pnr=119_033
229,"Für die Richtigkeit, Aktualität und Vollständigkeit der Daten wird keine Gewähr übernommen. Dieser Dienst ersetzt nicht die Rechtsverbindlichkeit der Originalpläne. Nur der Originalplan gibt im Sinne des BauGB die gültige Rechtslage wieder. Für rechtsverbindliche Auskünfte wenden Sie sich bitte an die zuständige Kommune.",Pottenstetten Mitte,09376_119_033_002,01. Änderung,9376119,Burglengenfeld,qualifizierter Bebauungsplan,2020-12-07,Rechtskraft,https://geodaten.landkreis-schwandorf.de/portal/apps/dashboards/1f7936924fcc4a75999bd097c816ddfa#pnr=119_033,https://geodaten.landkreis-schwandorf.de/portal/apps/dashboards/1f7936924fcc4a75999bd097c816ddfa#pnr=119_033,https://geodaten.landkreis-schwandorf.de/portal/apps/dashboards/1f7936924fcc4a75999bd097c816ddfa#pnr=119_033
230,"Für die Richtigkeit, Aktualität und Vollständigkeit der Daten wird keine Gewähr übernommen. Dieser Dienst ersetzt nicht die Rechtsverbindlichkeit der Originalpläne. Nur der Originalplan gibt im Sinne des BauGB die gültige Rechtslage wieder. Für rechtsverbindliche Auskünfte wenden Sie sich bitte an die zuständige Kommune.",Trisching Nord-Ost,09376_159_011_000,Urplan,9376159,Schmidgaden,qualifizierter Bebauungsplan,1987-07-08,Rechtskraft,https://geodaten.landkreis-schwandorf.de/portal/apps/dashboards/1f7936924fcc4a75999bd097c816ddfa#pnr=159_011,https://geodaten.landkreis-schwandorf.de/portal/apps/dashboards/1f7936924fcc4a75999bd097c816ddfa#pnr=159_011,https://geodaten.landkreis-schwandorf.de/portal/apps/dashboards/1f7936924fcc4a75999bd097c816ddfa#pnr=159_011
231,"Für die Richtigkeit, Aktualität und Vollständigkeit der Daten wird keine Gewähr übernommen. Dieser Dienst ersetzt nicht die Rechtsverbindlichkeit der Originalpläne. Nur der Originalplan gibt im Sinne des BauGB die gültige Rechtslage wieder. Für rechtsverbindliche Auskünfte wenden Sie sich bitte an die zuständige Kommune.",Trisching Nord-Ost,09376_159_011_001,"1. Änderung zu Urplan ""Trisching Nord-Ost""",9376159,Schmidgaden,qualifizierter Bebauungsplan,1998-08-06,Rechtskraft,https://geodaten.landkreis-schwandorf.de/portal/apps/dashboards/1f7936924fcc4a75999bd097c816ddfa#pnr=159_011,https://geodaten.landkreis-schwandorf.de/portal/apps/dashboards/1f7936924fcc4a75999bd097c816ddfa#pnr=159_011,https://geodaten.landkreis-schwandorf.de/portal/apps/dashboards/1f7936924fcc4a75999bd097c816ddfa#pnr=159_011
232,"Für die Richtigkeit, Aktualität und Vollständigkeit der Daten wird keine Gewähr übernommen. Dieser Dienst ersetzt nicht die Rechtsverbindlichkeit der Originalpläne. Nur der Originalplan gibt im Sinne des BauGB die gültige Rechtslage wieder. Für rechtsverbindliche Auskünfte wenden Sie sich bitte an die zuständige Kommune.",Gewerbegebiet an der A6,09376_159_018_000,Urplan,9376159,Schmidgaden,qualifizierter Bebauungsplan,2008-01-28,Rechtskraft,https://geodaten.landkreis-schwandorf.de/portal/apps/dashboards/1f7936924fcc4a75999bd097c816ddfa#pnr=159_018,https://geodaten.landkreis-schwandorf.de/portal/apps/dashboards/1f7936924fcc4a75999bd097c816ddfa#pnr=159_018,https://geodaten.landkreis-schwandorf.de/portal/apps/dashboards/1f7936924fcc4a75999bd097c816ddfa#pnr=159_018
233,"Für die Richtigkeit, Aktualität und Vollständigkeit der Daten wird keine Gewähr übernommen. Dieser Dienst ersetzt nicht die Rechtsverbindlichkeit der Originalpläne. Nur der Originalplan gibt im Sinne des BauGB die gültige Rechtslage wieder. Für rechtsverbindliche Auskünfte wenden Sie sich bitte an die zuständige Kommune.",Industriegebiet an der A6,09376_159_019_001,Urplan,9376159,Schmidgaden,qualifizierter Bebauungsplan,2008-03-14,Rechtskraft,https://geodaten.landkreis-schwandorf.de/portal/apps/dashboards/1f7936924fcc4a75999bd097c816ddfa#pnr=159_019,https://geodaten.landkreis-schwandorf.de/portal/apps/dashboards/1f7936924fcc4a75999bd097c816ddfa#pnr=159_019,https://geodaten.landkreis-schwandorf.de/portal/apps/dashboards/1f7936924fcc4a75999bd097c816ddfa#pnr=159_019
234,"Für die Richtigkeit, Aktualität und Vollständigkeit der Daten wird keine Gewähr übernommen. Dieser Dienst ersetzt nicht die Rechtsverbindlichkeit der Originalpläne. Nur der Originalplan gibt im Sinne des BauGB die gültige Rechtslage wieder. Für rechtsverbindliche Auskünfte wenden Sie sich bitte an die zuständige Kommune.",Gewerbegebiet an der A6,09376_159_018_001,"1. Änderung zu Urplan ""Gewerbegebiet an der A6""",9376159,Schmidgaden,qualifizierter Bebauungsplan,2009-04-09,Rechtskraft,https://geodaten.landkreis-schwandorf.de/portal/apps/dashboards/1f7936924fcc4a75999bd097c816ddfa#pnr=159_018,https://geodaten.landkreis-schwandorf.de/portal/apps/dashboards/1f7936924fcc4a75999bd097c816ddfa#pnr=159_018,https://geodaten.landkreis-schwandorf.de/portal/apps/dashboards/1f7936924fcc4a75999bd097c816ddfa#pnr=159_018
235,"Für die Richtigkeit, Aktualität und Vollständigkeit der Daten wird keine Gewähr übernommen. Dieser Dienst ersetzt nicht die Rechtsverbindlichkeit der Originalpläne. Nur der Originalplan gibt im Sinne des BauGB die gültige Rechtslage wieder. Für rechtsverbindliche Auskünfte wenden Sie sich bitte an die zuständige Kommune.",Trisching Nord-Ost,09376_159_011_002,"2. Änderung zu Urplan ""Trisching Nord-Ost""",9376159,Schmidgaden,qualifizierter Bebauungsplan,2010-07-30,Rechtskraft,https://geodaten.landkreis-schwandorf.de/portal/apps/dashboards/1f7936924fcc4a75999bd097c816ddfa#pnr=159_011,https://geodaten.landkreis-schwandorf.de/portal/apps/dashboards/1f7936924fcc4a75999bd097c816ddfa#pnr=159_011,https://geodaten.landkreis-schwandorf.de/portal/apps/dashboards/1f7936924fcc4a75999bd097c816ddfa#pnr=159_011
236,"Für die Richtigkeit, Aktualität und Vollständigkeit der Daten wird keine Gewähr übernommen. Dieser Dienst ersetzt nicht die Rechtsverbindlichkeit der Originalpläne. Nur der Originalplan gibt im Sinne des BauGB die gültige Rechtslage wieder. Für rechtsverbindliche Auskünfte wenden Sie sich bitte an die zuständige Kommune.",Trisching Nord-Ost,09376_159_011_003,3. Änderung,9376159,Schmidgaden,qualifizierter Bebauungsplan,2015-07-23,Rechtskraft,https://geodaten.landkreis-schwandorf.de/portal/apps/dashboards/1f7936924fcc4a75999bd097c816ddfa#pnr=159_011,https://geodaten.landkreis-schwandorf.de/portal/apps/dashboards/1f7936924fcc4a75999bd097c816ddfa#pnr=159_011,https://geodaten.landkreis-schwandorf.de/portal/apps/dashboards/1f7936924fcc4a75999bd097c816ddfa#pnr=159_011
237,"Für die Richtigkeit, Aktualität und Vollständigkeit der Daten wird keine Gewähr übernommen. Dieser Dienst ersetzt nicht die Rechtsverbindlichkeit der Originalpläne. Nur der Originalplan gibt im Sinne des BauGB die gültige Rechtslage wieder. Für rechtsverbindliche Auskünfte wenden Sie sich bitte an die zuständige Kommune.",Sondergebiet Paintballanlage Trisching,09376_159_026_001,Urplan,9376159,Schmidgaden,qualifizierter Bebauungsplan,2016-04-24,Rechtskraft,https://geodaten.landkreis-schwandorf.de/portal/apps/dashboards/1f7936924fcc4a75999bd097c816ddfa#pnr=159_026,https://geodaten.landkreis-schwandorf.de/portal/apps/dashboards/1f7936924fcc4a75999bd097c816ddfa#pnr=159_026,https://geodaten.landkreis-schwandorf.de/portal/apps/dashboards/1f7936924fcc4a75999bd097c816ddfa#pnr=159_026
238,"Für die Richtigkeit, Aktualität und Vollständigkeit der Daten wird keine Gewähr übernommen. Dieser Dienst ersetzt nicht die Rechtsverbindlichkeit der Originalpläne. Nur der Originalplan gibt im Sinne des BauGB die gültige Rechtslage wieder. Für rechtsverbindliche Auskünfte wenden Sie sich bitte an die zuständige Kommune.",Am Plaerrer,12,Gewerbegebiet Am Plaerrer,9479158,Thiersheim,qualifizierter Bebauungsplan,2000-05-04,Rechtskraft,http://www.landkreis-wunsiedel.de/vermessungsdaten/Bplan-Thiersheim-Am_Plaerrer-000-000.pdf,http://www.landkreis-wunsiedel.de/vermessungsdaten/Bplan-Thiersheim-Am_Plaerrer-000-001.pdf,http://www.landkreis-wunsiedel.de/vermessungsdaten/Bplan-Thiersheim-Am_Plaerrer-000-002.pdf
239,"Für die Richtigkeit, Aktualität und Vollständigkeit der Daten wird keine Gewähr übernommen. Dieser Dienst ersetzt nicht die Rechtsverbindlichkeit der Originalpläne. Nur der Originalplan gibt im Sinne des BauGB die gültige Rechtslage wieder. Für rechtsverbindliche Auskünfte wenden Sie sich bitte an die zuständige Kommune.",Gewerbegebiet Am Sportplatz,7,Gewerbegebiet Am Sportplatz,9479158,Thiersheim,qualifizierter Bebauungsplan,2008-12-04,Rechtskraft,http://www.landkreis-wunsiedel.de/vermessungsdaten/Bplan-Thiersheim-Am_Sportplatz-000-000.pdf,http://www.landkreis-wunsiedel.de/vermessungsdaten/Bplan-Thiersheim-Am_Sportplatz-000-001.pdf,http://www.landkreis-wunsiedel.de/vermessungsdaten/Bplan-Thiersheim-Am_Sportplatz-000-002.pdf
240,"Für die Richtigkeit, Aktualität und Vollständigkeit der Daten wird keine Gewähr übernommen. Dieser Dienst ersetzt nicht die Rechtsverbindlichkeit der Originalpläne. Nur der Originalplan gibt im Sinne des BauGB die gültige Rechtslage wieder. Für rechtsverbindliche Auskünfte wenden Sie sich bitte an die zuständige Kommune.",OAS_Ettenkofen,O02,Urplan,9274153,Neufahrn i.NB,qualifizierter Bebauungsplan,1991-04-25,Rechtskraft,http://www.landkreis-landshut.de/Bebauungsplaene/Neufahrn/OAS_Ettenkofen/OAS_Ettenkofen/Plan.pdf,http://www.landkreis-landshut.de/Bebauungsplaene/Adlkofen/Fehlende_Legende/Legende.pdf,http://www.landkreis-landshut.de/Bebauungsplaene/Neufahrn/OAS_Ettenkofen/OAS_Ettenkofen/Text.pdf
241,"Für die Richtigkeit, Aktualität und Vollständigkeit der Daten wird keine Gewähr übernommen. Dieser Dienst ersetzt nicht die Rechtsverbindlichkeit der Originalpläne. Nur der Originalplan gibt im Sinne des BauGB die gültige Rechtslage wieder. Für rechtsverbindliche Auskünfte wenden Sie sich bitte an die zuständige Kommune.",OAS Hebramsdorf,O03,Urplan,9274153,Neufahrn i.NB,qualifizierter Bebauungsplan,1999-03-18,Rechtskraft,http://www.landkreis-landshut.de/Bebauungsplaene/Neufahrn/OAS_Hebramsdorf/OAS_Hebramsdorf/Plan.pdf,http://www.landkreis-landshut.de/Bebauungsplaene/Adlkofen/Fehlende_L/Legende.pdf,http://www.landkreis-landshut.de/Bebauungsplaene/Neufahrn/OAS_Hebramsdorf/OAS_Hebramsdorf/Text.pdf
242,"Für die Richtigkeit, Aktualität und Vollständigkeit der Daten wird keine Gewähr übernommen. Dieser Dienst ersetzt nicht die Rechtsverbindlichkeit der Originalpläne. Nur der Originalplan gibt im Sinne des BauGB die gültige Rechtslage wieder. Für rechtsverbindliche Auskünfte wenden Sie sich bitte an die zuständige Kommune.",OAS Hebramsdorf D1,O03-01,"Deckblatt Nr. 1 zu Urplan ""OAS Hebramsdorf""",9274153,Neufahrn i.NB,qualifizierter Bebauungsplan,2018-01-22,Rechtskraft,http://www.landkreis-landshut.de/Bebauungsplaene/Neufahrn/OAS_Hebramsdorf/OAS_Hebramsdorf_D1/Plan.pdf,http://www.landkreis-landshut.de/Bebauungsplaene/Neufahrn/OAS_Hebramsdorf/OAS_Hebramsdorf_D1/Legende.pdf,http://www.landkreis-landshut.de/Bebauungsplaene/Neufahrn/OAS_Hebramsdorf/OAS_Hebramsdorf_D1/Text.pdf
243,"Für die Richtigkeit, Aktualität und Vollständigkeit der Daten wird keine Gewähr übernommen. Dieser Dienst ersetzt nicht die Rechtsverbindlichkeit der Originalpläne. Nur der Originalplan gibt im Sinne des BauGB die gültige Rechtslage wieder. Für rechtsverbindliche Auskünfte wenden Sie sich bitte an die zuständige Kommune.",Hinter den Gärten 2,107.0,Urplan,9374127,Irchenrieth,qualifizierter Bebauungsplan,2000-05-18,Rechtskraft,http://www.irchenrieth.de/Media/files/Hinter_den_Gaerten_II/Plan.pdf,http://www.irchenrieth.de/Media/files/Hinter_den_Gaerten_II/Bebauungsplan_textlich.pdf,http://www.irchenrieth.de/Media/files/Hinter_den_Gaerten_II/Bebauungsplan_textlich.pdf
244,"Für die Richtigkeit, Aktualität und Vollständigkeit der Daten wird keine Gewähr übernommen. Dieser Dienst ersetzt nicht die Rechtsverbindlichkeit der Originalpläne. Nur der Originalplan gibt im Sinne des BauGB die gültige Rechtslage wieder. Für rechtsverbindliche Auskünfte wenden Sie sich bitte an die zuständige Kommune.",Wiesenstraße,105.0,Urplan,9374127,Irchenrieth,qualifizierter Bebauungsplan,2000-12-28,Rechtskraft,http://www.irchenrieth.de/Media/files/Wiesenstrasse/Wiesenstrasse_Plan_BePlan.pdf,http://www.irchenrieth.de/Media/files/Wiesenstrasse/Bebauungsplan_textliche_Erfassung.pdf,http://www.irchenrieth.de/Media/files/Wiesenstrasse/Bebauungsplan_textliche_Erfassung.pdf
245,"Für die Richtigkeit, Aktualität und Vollständigkeit der Daten wird keine Gewähr übernommen. Dieser Dienst ersetzt nicht die Rechtsverbindlichkeit der Originalpläne. Nur der Originalplan gibt im Sinne des BauGB die gültige Rechtslage wieder. Für rechtsverbindliche Auskünfte wenden Sie sich bitte an die zuständige Kommune.",Irchenrieth Süd 2,102.0,Urplan,9374127,Irchenrieth,qualifizierter Bebauungsplan,2000-12-28,Rechtskraft,http://www.irchenrieth.de/Media/files/Irchenrieth_Sued_II/Plan_Sued_II.pdf,http://www.irchenrieth.de/Media/files/Irchenrieth_Sued_II/Bebauungsplan.pdf,http://www.irchenrieth.de/Media/files/Irchenrieth_Sued_II/Bebauungsplan.pdf
246,"Für die Richtigkeit, Aktualität und Vollständigkeit der Daten wird keine Gewähr übernommen. Dieser Dienst ersetzt nicht die Rechtsverbindlichkeit der Originalpläne. Nur der Originalplan gibt im Sinne des BauGB die gültige Rechtslage wieder. Für rechtsverbindliche Auskünfte wenden Sie sich bitte an die zuständige Kommune.",Irchenrieth Süd 1 - 2. Änderung,101.2,2. Änderung = Komplettüberarbeitung der Urfassung und 1. Änderung,9374127,Irchenrieth,qualifizierter Bebauungsplan,2001-04-26,Rechtskraft,http://www.irchenrieth.de/Media/files/Irchenrieth_Sued_I/2_Aenderung/Urplan_komplett_ueberarbeitet.pdf,http://www.irchenrieth.de/Media/files/Irchenrieth_Sued_I/2_Aenderung/Urplan_komplett_ueberarbeitet.pdf,http://www.irchenrieth.de/Media/files/Irchenrieth_Sued_I/2_Aenderung/Bebauungsplan_Textliche_Festsetzungen.pdf
247,"Für die Richtigkeit, Aktualität und Vollständigkeit der Daten wird keine Gewähr übernommen. Dieser Dienst ersetzt nicht die Rechtsverbindlichkeit der Originalpläne. Nur der Originalplan gibt im Sinne des BauGB die gültige Rechtslage wieder. Für rechtsverbindliche Auskünfte wenden Sie sich bitte an die zuständige Kommune.",Irchenrieth Süd 1 - 3. und 4. Änderung,101.3,3. und 4. Änderung,9374127,Irchenrieth,qualifizierter Bebauungsplan,2002-09-20,Rechtskraft,http://www.irchenrieth.de/Media/files/Irchenrieth_Sued_I/3_u_4_Aenderung/Plan_3_u_4_Aenderung_neu.pdf,http://www.irchenrieth.de/Media/files/Irchenrieth_Sued_I/3_u_4_Aenderung/Plan_3_u_4_Aenderung_neu.pdf,http://www.irchenrieth.de/Media/files/Irchenrieth_Sued_I/3_u_4_Aenderung/Textliche_Erfassung_3_u_4_Aenderung.pdf
248,"Für die Richtigkeit, Aktualität und Vollständigkeit der Daten wird keine Gewähr übernommen. Dieser Dienst ersetzt nicht die Rechtsverbindlichkeit der Originalpläne. Nur der Originalplan gibt im Sinne des BauGB die gültige Rechtslage wieder. Für rechtsverbindliche Auskünfte wenden Sie sich bitte an die zuständige Kommune.",Wohn- und Gewerbepark beim HPZ,108.0,Urplan,9374127,Irchenrieth,qualifizierter Bebauungsplan,2006-11-09,Rechtskraft,http://www.irchenrieth.de/Media/files/Wohn_und_Gewerbepark_beim_HPZ/Plan.pdf,http://www.irchenrieth.de/Media/files/Wohn_und_Gewerbepark_beim_HPZ/BBPL_Wohn_Gewerbe_HPZ_1_Aenderung_Jan_2011.pdf,http://www.irchenrieth.de/Media/files/Wohn_und_Gewerbepark_beim_HPZ/BBPL_Wohn_Gewerbe_HPZ_1_Aenderung_Jan_2011.pdf
249,"Für die Richtigkeit, Aktualität und Vollständigkeit der Daten wird keine Gewähr übernommen. Dieser Dienst ersetzt nicht die Rechtsverbindlichkeit der Originalpläne. Nur der Originalplan gibt im Sinne des BauGB die gültige Rechtslage wieder. Für rechtsverbindliche Auskünfte wenden Sie sich bitte an die zuständige Kommune.",Hinter den Gärten 1,106.1,Komplettüberarbeitung der Urfassung,9374127,Irchenrieth,qualifizierter Bebauungsplan,2008-05-28,Rechtskraft,http://www.irchenrieth.de/Media/files/Hinter_den_Gaerten_I/1_Aenderung_Komplettueberarbeitung_der_Urfassung/Plan.pdf,http://www.irchenrieth.de/Media/files/Hinter_den_Gaerten_I/1_Aenderung_Komplettueberarbeitung_der_Urfassung/Plan.pdf,http://www.irchenrieth.de/Media/files/Hinter_den_Gaerten_I/1_Aenderung_Komplettueberarbeitung_der_Urfassung/Textliche_Erfassung_Bebauungsplan.pdf
250,"Für die Richtigkeit, Aktualität und Vollständigkeit der Daten wird keine Gewähr übernommen. Dieser Dienst ersetzt nicht die Rechtsverbindlichkeit der Originalpläne. Nur der Originalplan gibt im Sinne des BauGB die gültige Rechtslage wieder. Für rechtsverbindliche Auskünfte wenden Sie sich bitte an die zuständige Kommune.",Am Lindenhof,109.0,Urplan,9374127,Irchenrieth,qualifizierter Bebauungsplan,2010-07-05,Rechtskraft,http://www.irchenrieth.de/Media/files/Am_Lindenhof/Plan_Am_Lindenhof.pdf,http://www.irchenrieth.de/Media/files/Am_Lindenhof/Bebauungsplan_Gewerbegebiet_Am_Lindenhof_textlich.pdf,http://www.irchenrieth.de/Media/files/Am_Lindenhof/Bebauungsplan_Gewerbegebiet_Am_Lindenhof_textlich.pdf
251,"Für die Richtigkeit, Aktualität und Vollständigkeit der Daten wird keine Gewähr übernommen. Dieser Dienst ersetzt nicht die Rechtsverbindlichkeit der Originalpläne. Nur der Originalplan gibt im Sinne des BauGB die gültige Rechtslage wieder. Für rechtsverbindliche Auskünfte wenden Sie sich bitte an die zuständige Kommune.",Irchenrieth Süd 3,103.0,Urplan,9374127,Irchenrieth,qualifizierter Bebauungsplan,2010-07-05,Rechtskraft,http://www.irchenrieth.de/Media/files/Irchenrieth_Sued_III/WA_Sued_III_PLan.pdf,http://www.irchenrieth.de/Media/files/Irchenrieth_Sued_III/Bebauungsplan_textliche_Erfassung.pdf,http://www.irchenrieth.de/Media/files/Irchenrieth_Sued_III/Bebauungsplan_textliche_Erfassung.pdf
252,"Für die Richtigkeit, Aktualität und Vollständigkeit der Daten wird keine Gewähr übernommen. Dieser Dienst ersetzt nicht die Rechtsverbindlichkeit der Originalpläne. Nur der Originalplan gibt im Sinne des BauGB die gültige Rechtslage wieder. Für rechtsverbindliche Auskünfte wenden Sie sich bitte an die zuständige Kommune.",Am Hennenbach,104.0,Urplan,9374127,Irchenrieth,qualifizierter Bebauungsplan,2011-09-26,Rechtskraft,http://www.irchenrieth.de/Media/files/Am_Hennenbach/Plan.pdf,http://www.irchenrieth.de/Media/files/Am_Hennenbach/Bebauungsplan_textliche_Erfassung.pdf,http://www.irchenrieth.de/Media/files/Am_Hennenbach/Bebauungsplan_textliche_Erfassung.pdf
253,"Für die Richtigkeit, Aktualität und Vollständigkeit der Daten wird keine Gewähr übernommen. Dieser Dienst ersetzt nicht die Rechtsverbindlichkeit der Originalpläne. Nur der Originalplan gibt im Sinne des BauGB die gültige Rechtslage wieder. Für rechtsverbindliche Auskünfte wenden Sie sich bitte an die zuständige Kommune.",Stockham-Aussenbereichssatzung,S02,Urplan,9274183,Velden,qualifizierter Bebauungsplan,1997-08-25,Rechtskraft,http://www.landkreis-landshut.de/Bebauungsplaene/Velden/Stockham-Aussenbereichssatzung/Stockham-Aussenbereichssatzung/Plan.pdf,http://www.landkreis-landshut.de/Bebauungsplaene/Adlkofen/Fehlende_Legende/Legende.pdf,http://www.landkreis-landshut.de/Bebauungsplaene/Velden/Stockham-Aussenbereichssatzung/Stockham-Aussenbereichssatzung/Text.pdf
254,"Für die Richtigkeit, Aktualität und Vollständigkeit der Daten wird keine Gewähr übernommen. Dieser Dienst ersetzt nicht die Rechtsverbindlichkeit der Originalpläne. Nur der Originalplan gibt im Sinne des BauGB die gültige Rechtslage wieder. Für rechtsverbindliche Auskünfte wenden Sie sich bitte an die zuständige Kommune.",Stockham-Aussenbereichssatzung D1,S02-01,"Deckblatt Nr. 1 zu Urplan ""Stockham-Aussenbereichssatzung""",9274183,Velden,qualifizierter Bebauungsplan,2001-12-11,Rechtskraft,http://www.landkreis-landshut.de/Bebauungsplaene/Velden/Stockham-Aussenbereichssatzung/Stockham-Aussenbereichssatzung_D1/Plan.pdf,http://www.landkreis-landshut.de/Bebauungsplaene/Adlkofen/Fehlende_Legende/Legende.pdf,http://www.landkreis-landshut.de/Bebauungsplaene/Velden/Stockham-Aussenbereichssatzung/Stockham-Aussenbereichssatzung_D1/Text.pdf
255,"Für die Richtigkeit, Aktualität und Vollständigkeit der Daten wird keine Gewähr übernommen. Dieser Dienst ersetzt nicht die Rechtsverbindlichkeit der Originalpläne. Nur der Originalplan gibt im Sinne des BauGB die gültige Rechtslage wieder. Für rechtsverbindliche Auskünfte wenden Sie sich bitte an die zuständige Kommune.",Lindenweg - Erweiterung (Änderung 4),015_4,"4. Änderung zu Urplan ""Lindenweg - Erweiterung""",9377154,Tirschenreuth,qualifizierter Bebauungsplan,1997-03-15,Rechtskraft,http://bau.kreis-tir.de/tirschenreuth/015_4_Lindenweg_Erweiterung_Plan.pdf,http://bau.kreis-tir.de/tirschenreuth/015_4_Lindenweg_Erweiterung_Plan.pdf,http://bau.kreis-tir.de/tirschenreuth/015_4_Lindenweg_Erweiterung_Text.pdf
256,"Für die Richtigkeit, Aktualität und Vollständigkeit der Daten wird keine Gewähr übernommen. Dieser Dienst ersetzt nicht die Rechtsverbindlichkeit der Originalpläne. Nur der Originalplan gibt im Sinne des BauGB die gültige Rechtslage wieder. Für rechtsverbindliche Auskünfte wenden Sie sich bitte an die zuständige Kommune.",Am Lindenweg (Änderung 7),006_7,"7. Änderung zu Urplan ""Am Lindenweg""",9377154,Tirschenreuth,qualifizierter Bebauungsplan,2004-07-19,Rechtskraft,http://bau.kreis-tir.de/tirschenreuth/006_7_Am_Lindenweg_Plan.pdf,http://bau.kreis-tir.de/tirschenreuth/006_7_Am_Lindenweg_Plan.pdf,http://bau.kreis-tir.de/tirschenreuth/006_7_Am_Lindenweg_Text.pdf
257,"Für die Richtigkeit, Aktualität und Vollständigkeit der Daten wird keine Gewähr übernommen. Dieser Dienst ersetzt nicht die Rechtsverbindlichkeit der Originalpläne. Nur der Originalplan gibt im Sinne des BauGB die gültige Rechtslage wieder. Für rechtsverbindliche Auskünfte wenden Sie sich bitte an die zuständige Kommune.",Am Lindenweg (Änderung 8),006_8,"8. Änderung zu Urplan ""Am Lindenweg""",9377154,Tirschenreuth,qualifizierter Bebauungsplan,2006-01-13,Rechtskraft,http://bau.kreis-tir.de/tirschenreuth/006_8_Am_Lindenweg_Plan.pdf,http://bau.kreis-tir.de/tirschenreuth/006_8_Am_Lindenweg_Plan.pdf,http://bau.kreis-tir.de/tirschenreuth/006_8_Am_Lindenweg_Text.pdf
258,"Für die Richtigkeit, Aktualität und Vollständigkeit der Daten wird keine Gewähr übernommen. Dieser Dienst ersetzt nicht die Rechtsverbindlichkeit der Originalpläne. Nur der Originalplan gibt im Sinne des BauGB die gültige Rechtslage wieder. Für rechtsverbindliche Auskünfte wenden Sie sich bitte an die zuständige Kommune.",Am Lindenweg 2,038_0,Urplan,9377154,Tirschenreuth,qualifizierter Bebauungsplan,2017-07-08,Rechtskraft,http://bau.kreis-tir.de/tirschenreuth/038_0_Am_Lindenweg_2_Plan.pdf,http://bau.kreis-tir.de/tirschenreuth/038_0_Am_Lindenweg_2_Plan.pdf,http://bau.kreis-tir.de/tirschenreuth/038_0_Am_Lindenweg_2_Text.pdf
259,"Für die Richtigkeit, Aktualität und Vollständigkeit der Daten wird keine Gewähr übernommen. Dieser Dienst ersetzt nicht die Rechtsverbindlichkeit der Originalpläne. Nur der Originalplan gibt im Sinne des BauGB die gültige Rechtslage wieder. Für rechtsverbindliche Auskünfte wenden Sie sich bitte an die zuständige Kommune.",Lichtenhaag-West,L02,Urplan,9274135,Gerzen,qualifizierter Bebauungsplan,1967-10-26,Rechtskraft,http://www.landkreis-landshut.de/Bebauungsplaene/Gerzen/Lichtenhaag_West/Lichtenhaag_West/Plan.pdf,http://www.landkreis-landshut.de/Bebauungsplaene/Gerzen/Lichtenhaag_West/Lichtenhaag_West/Legende.pdf,http://www.landkreis-landshut.de/Bebauungsplaene/Gerzen/Lichtenhaag_West/Lichtenhaag_West/Text.pdf
