Nummer,Datum des Inkrafttretens,Stadt/Gemeinde
09275-128-063-000,1991-07-31,Hutthurm
09275-128-063-001,1991-11-29,Hutthurm
09275-128-068-000_2,1992-11-27,Hutthurm
09275-128-063-002,1992-12-30,Hutthurm
09275-128-063-003,1993-07-30,Hutthurm
09275-128-061-006,1994-03-31,Hutthurm
09275-128-063-004,1994-05-31,Hutthurm
09275-128-022-001,1994-05-31,Hutthurm
09275-128-062-002,1994-09-30,Hutthurm
09275-128-010-000,1994-09-30,Hutthurm
09275-128-022-002,1994-10-31,Hutthurm
09275-128-063-005,1995-03-31,Hutthurm
09275-128-009-000,1995-10-31,Hutthurm
09275-128-063-006,1995-11-30,Hutthurm
09275-128-009-001,1996-02-29,Hutthurm
09275-128-010-001,1997-02-04,Hutthurm
09275-128-063-007,1997-10-31,Hutthurm
09275-128-010-002,1997-11-28,Hutthurm
09275-128-010-003,1998-03-27,Hutthurm
09275-128-062-003,1998-04-30,Hutthurm
09275-128-061-007,2002-02-22,Hutthurm
09275-128-063-008,2002-05-27,Hutthurm
09275-128-009-002,2004-12-01,Hutthurm
09275-128-068-008_0,2005-07-01,Hutthurm
09275-128-026-002,2006-12-01,Hutthurm
09275-128-009-003,2007-10-01,Hutthurm
09275-128-063-009,2007-11-02,Hutthurm
09275-128-064-000,2008-02-01,Hutthurm
09275-128-063-010,2008-09-19,Hutthurm
09275-128-010-004,2009-06-26,Hutthurm
09275-128-062-004,2010-05-21,Hutthurm
09275-128-026-003,2010-09-13,Hutthurm
09275-128-061-008,2012-11-19,Hutthurm
09275-128-021-001,1985-10-17,Hutthurm
09275-128-021-004,1996-02-29,Hutthurm
09275-128-001-000,1997-05-05,Hutthurm
09275-128-021-005,1997-06-30,Hutthurm
09275-128-012-000,2000-07-31,Hutthurm
09275-128-011-000,2000-11-30,Hutthurm
09275-128-001-001,2010-12-10,Hutthurm
09275-128-021-007,2011-08-03,Hutthurm
09275-128-044-000,2008-07-01,Hutthurm
09275-128-057-000,1994-09-30,Hutthurm
09275-128-057-001,2005-12-01,Hutthurm
09275-128-067-000,2008-07-01,Hutthurm
09275-128-057-002,2008-09-19,Hutthurm
09275-128-050-000,2011-08-03,Hutthurm
09275-128-050-001,2012-05-03,Hutthurm
09275-128-058-000,1969-11-15,Hutthurm
09275-128-058-001,1976-06-04,Hutthurm
09275-128-058-002,1980-02-14,Hutthurm
09275-128-056-000,1985-06-21,Hutthurm
09275-128-056-001,1986-07-01,Hutthurm
09275-128-058-003,1993-07-08,Hutthurm
09275-128-058-004,1993-09-30,Hutthurm
09275-128-020-000,1994-01-31,Hutthurm
09275-128-058-005,1994-02-28,Hutthurm
09275-128-058-006,1994-09-30,Hutthurm
09275-128-056-002,1995-05-29,Hutthurm
09275-128-058-007,1995-05-29,Hutthurm
09275-128-007-000,1995-07-01,Hutthurm
09275-128-058-008,1998-02-27,Hutthurm
09275-128-053-000,2000-06-01,Hutthurm
09275-128-058-009,2004-01-31,Hutthurm
09275-128-019-000,2006-10-10,Hutthurm
09275-128-053-001,2002-07-01,Hutthurm
09275-128-053-002,2003-08-30,Hutthurm
09275-128-053-003,2006-01-02,Hutthurm
09275-128-053-004,2006-05-01,Hutthurm
09275-128-053-008,2010-12-10,Hutthurm
09272-141-036,2009-06-22,Röhrnbach
09272-141-054,2019-09-04,Röhrnbach
09272-138-009,2008-07-31,Perlesreut
09272-138-034,2011-01-07,Perlesreut
09272-138-035,2014-12-10,Perlesreut
09272-118-027,2002-10-24,Freyung
09272-118-028,2006-06-01,Freyung
09272-118-037,2014-12-02,Freyung
09272-140-017,2004-12-09,Ringelai
09272-127-031,2019-05-07,Hohenau
09272-127-021,2012-02-10,Hohenau
09272-127-024,2013-03-19,Hohenau
09272-127-018,2006-09-26,Hohenau
09272-127-018_1,2011-09-19,Hohenau
09272-127-023,2012-03-20,Hohenau
09272-127-018_2,2016-06-07,Hohenau
09272-127-018_3,2019-06-28,Hohenau
09272-127-018_4,2022-05-25,Hohenau
09272-127-028,2018-08-23,Hohenau
09272-146-019,2005-04-18,Neuschönau
09272-146-015_1,2005-12-30,Neuschönau
09272-146-015,2011-06-22,Neuschönau
09272-146-006_1,1970-08-10,Neuschönau
09272-146-005,1993-07-23,Neuschönau
09272-146-002,1998-03-11,Neuschönau
09272-146-003,1999-03-01,Neuschönau
09272-146-005_1,2003-03-27,Neuschönau
09272-146-003_1,2005-11-24,Neuschönau
09272-146-021,2017-03-03,Neuschönau
09275-128-052-000,2005-11-02,Hutthurm
09275-128-018-000,2007-03-01,Hutthurm
09275-128-018-001,2007-05-01,Hutthurm
09275-128-016-000,2007-07-16,Hutthurm
09275-128-018-002,2008-07-01,Hutthurm
09275-128-021-006,2009-07-16,Hutthurm
09275-128-020-001,2006-06-01,Hutthurm
09275-128-020-002,2011-12-09,Hutthurm
09275-128-053-005,2006-09-01,Hutthurm
09275-128-053-006,2008-12-16,Hutthurm
09275-128-053-007,2009-07-02,Hutthurm
09272-141-032,2005-06-06,Röhrnbach
09272-141-033,2006-03-01,Röhrnbach
09272-141-047,2017-08-11,Röhrnbach
09272-141-008,1997-01-28,Röhrnbach
09272-141-050,2017-06-19,Röhrnbach
09272-141-059,2020-08-27,Röhrnbach
09272-141-059_1,2021-06-01,Röhrnbach
09272-141-062,2021-08-24,Röhrnbach
09272-141-026,1993-06-24,Röhrnbach
09272-141-056,2020-06-16,Röhrnbach
09272-118-013,2002-05-25,Freyung
09272-118-026,2007-04-23,Freyung
09272-118-039,2015-07-06,Freyung
09272-118-023,1999-10-04,Freyung
09272-118-033,2013-02-22,Freyung
09272-118-023_1,2000-11-06,Freyung
09272-118-023_2,2001-06-22,Freyung
09272-118-056,2023-05-24,Freyung
09272-127-042,2022-09-15,Hohenau
09272-127-015,2005-09-26,Hohenau
09272-127-012,2003-04-11,Hohenau
09272-127-026,2016-06-07,Hohenau
09272-127-033,2020-04-30,Hohenau
09272-127-044,2022-11-02,Hohenau
09272-127-001,1979-01-15,Hohenau
09272-127-003,1994-11-15,Hohenau
09272-127-007,1997-06-09,Hohenau
09272-127-003_1,2009-05-28,Hohenau
09272-127-003_2,2020-06-08,Hohenau
09272-127-009,1998-08-03,Hohenau
09272-127-011,2003-03-18,Hohenau
09272-127-029,2018-10-02,Hohenau
09272-127-032,2019-09-11,Hohenau
09272-127-040,2022-04-04,Hohenau
09272-127-005,1996-08-28,Hohenau
09275-128-037-000,2001-01-01,Hutthurm
09275-128-037-001,2009-07-02,Hutthurm
09275-128-049-000,1995-08-01,Hutthurm
09275-128-048-000,1984-06-01,Hutthurm
09275-128-048-001,2008-08-01,Hutthurm
09272-141-048,2004-02-14,Röhrnbach
09272-141-039,2013-01-31,Röhrnbach
09272-141-061,2020-10-26,Röhrnbach
09272-141-063,2021-12-10,Röhrnbach
09272-141-001,1977-04-12,Röhrnbach
09272-141-001_1,1995-04-05,Röhrnbach
09272-141-001_3,1999-10-07,Röhrnbach
09272-141-010,1999-12-15,Röhrnbach
09272-141-051_0,2018-07-20,Röhrnbach
09272-141-023,1989-07-25,Röhrnbach
09272-141-013,2001-07-25,Röhrnbach
09272-141-013_1,2009-03-19,Röhrnbach
09272-141-013_2,2013-09-30,Röhrnbach
09272-141-045,2017-01-31,Röhrnbach
09272-118-033_1,2016-07-02,Freyung
09272-118-033_2,2022-02-02,Freyung
09272-118-024,2006-03-13,Freyung
09272-118-053,2022-02-02,Freyung
09272-127-030,2019-02-28,Hohenau
09272-127-041,2022-04-20,Hohenau
09272-127-025,2016-02-16,Hohenau
09272-127-020,2010-03-30,Hohenau
09272-127-020_1,2021-08-19,Hohenau
09272-127-038,2021-10-19,Hohenau
09275-128-036-000,1998-01-20,Hutthurm
09275-128-054-000,2002-08-01,Hutthurm
09275-128-017-000,2006-08-01,Hutthurm
09275-128-002-000,2011-04-08,Hutthurm
09272-141-011,1998-11-03,Röhrnbach
09272-141-040,2014-10-14,Röhrnbach
09272-141-002,1990-02-16,Röhrnbach
09272-141-002_1,1990-09-19,Röhrnbach
09272-141-006,1998-04-28,Röhrnbach
09272-141-014,2000-12-18,Röhrnbach
09272-141-014_1,2013-06-24,Röhrnbach
09272-141-014_2,2013-10-29,Röhrnbach
09272-141-055,2019-11-22,Röhrnbach
09272-141-002_2,1991-08-05,Röhrnbach
09272-141-005,1994-07-08,Röhrnbach
09272-141-005_1,1996-02-15,Röhrnbach
09272-141-005_2,1998-10-15,Röhrnbach
09272-141-005_3,2003-08-05,Röhrnbach
09272-141-005_4,2004-05-07,Röhrnbach
09272-141-016,2005-09-28,Röhrnbach
09272-141-034,2006-04-12,Röhrnbach
09272-141-019,2008-01-17,Röhrnbach
09272-141-005_5,2008-08-18,Röhrnbach
09272-141-015,2003-08-05,Röhrnbach
09272-141-015_1,2004-05-07,Röhrnbach
09272-141-057,2020-07-03,Röhrnbach
09272-141-003,1993-02-17,Röhrnbach
09272-118-031,1998-09-14,Freyung
09272-127-006,1996-11-29,Hohenau
09272-127-016,2005-09-27,Hohenau
09272-127-008,1997-06-09,Hohenau
09272-127-008_1,2009-11-03,Hohenau
09272-127-035,2020-10-20,Hohenau
09272-127-045,2023-01-25,Hohenau
09272-127-017,2006-03-31,Hohenau
09272-127-043,2022-10-04,Hohenau
09272-141-070,2023-03-21,Röhrnbach
09272-141-028,1995-05-22,Röhrnbach
09272-141-029,1995-11-21,Röhrnbach
09272-141-007,1996-04-30,Röhrnbach
09272-141-049_0,1999-07-12,Röhrnbach
09272-141-018,2004-11-24,Röhrnbach
09272-141-052,2018-12-19,Röhrnbach
09272-141-053,2019-07-30,Röhrnbach
09272-141-052_1,2020-01-29,Röhrnbach
09272-141-060,2020-08-05,Röhrnbach
09272-141-006_1,2003-07-18,Röhrnbach
09272-141-058,2020-07-24,Röhrnbach
09272-141-065,2022-01-10,Röhrnbach
09272-141-065_1,2022-08-12,Röhrnbach
09272-141-041_0,2015-03-10,Röhrnbach
09272-141-042,2015-08-14,Röhrnbach
09272-141-044,2016-01-21,Röhrnbach
09272-141-022,1989-07-25,Röhrnbach
09272-141-025,1992-07-28,Röhrnbach
09272-141-027,1993-10-13,Röhrnbach
09272-141-009,1997-10-21,Röhrnbach
09272-141-031,2001-10-22,Röhrnbach
09272-141-046,2017-02-24,Röhrnbach
09272-141-003_1,2019-01-10,Röhrnbach
09272-141-067,2022-04-12,Röhrnbach
09272-141-069,2022-11-04,Röhrnbach
09272-141-043,2015-09-18,Röhrnbach
09272-118-010,1994-01-17,Freyung
09272-118-010_3,2001-05-11,Freyung
09272-118-010_7,2004-09-20,Freyung
09272-118-010_8,2006-05-15,Freyung
09272-118-010_11,2007-05-05,Freyung
09272-118-010_12,2008-08-30,Freyung
09272-118-010_16,2010-12-23,Freyung
09272-118-049,2019-09-28,Freyung
09272-118-051,2020-04-06,Freyung
09272-118-052,2021-01-21,Freyung
09272-118-057,2023-05-24,Freyung
09272-118-010_1,1995-08-19,Freyung
09272-118-010_6,2004-09-20,Freyung
09272-118-010_17,2010-12-23,Freyung
09272-118-010_18,2011-11-07,Freyung
09272-118-010_19,2012-10-19,Freyung
09272-118-010_14,2014-10-01,Freyung
09272-118-010_20,2015-01-31,Freyung
09272-118-010_21,2015-05-22,Freyung
09272-118-010_22,2016-09-03,Freyung
09272-118-050,2020-01-15,Freyung
09272-118-010_26,2023-05-24,Freyung
09272-118-010_27,2023-10-25,Freyung
09272-118-006,1989-12-29,Freyung
09272-118-007,1995-10-25,Freyung
09272-118-005,1996-08-23,Freyung
09272-118-005_1,1999-04-16,Freyung
09272-118-005_4,2015-11-04,Freyung
09272-118-006_1,2018-11-24,Freyung
09272-118-045,2018-12-22,Freyung
09272-118-005_6,2019-06-01,Freyung
09272-118-005_06,2019-11-30,Freyung
09272-118-012,1976-12-14,Freyung
09272-118-012_2,1990-12-04,Freyung
09272-118-001,1994-03-30,Freyung
09272-118-001_1,1995-02-04,Freyung
09272-118-001_3,2007-05-25,Freyung
09272-118-002,2010-04-21,Freyung
09272-118-001_4,2011-02-14,Freyung
09272-118-034,2013-03-23,Freyung
09272-118-003,1990-09-03,Freyung
09272-118-011,1995-08-19,Freyung
09272-118-001_2,2002-08-01,Freyung
09272-118-014,2008-04-26,Freyung
09272-118-014_1,2023-10-25,Freyung
09272-127-002,1993-08-03,Hohenau
09272-127-027,2017-06-20,Hohenau
09272-127-037,2021-09-16,Hohenau
09272-127-014,2005-06-06,Hohenau
09272-127-046,2023-04-20,Hohenau
09272-127-019,2009-11-17,Hohenau
09272-118-004,1991-06-14,Freyung
09272-118-004_1,2003-03-24,Freyung
09272-118-048,2019-07-27,Freyung
09272-118-010_25,2020-02-01,Freyung
09272-118-008,1993-08-19,Freyung
09272-118-032,2012-06-23,Freyung
09272-118-038,2014-11-07,Freyung
09272-118-005_5,2016-07-28,Freyung
09272-118-007_1,2018-05-03,Freyung
09272-118-007_2,2019-03-30,Freyung
09272-118-007_3,2019-12-14,Freyung
09272-118-038_1,2021-04-14,Freyung
09272-118-007_5,2022-05-11,Freyung
09272-118-054,2023-04-12,Freyung
09272-118-046,2019-03-30,Freyung
09272-118-046_1,2020-09-17,Freyung
09272-118-046_2,2021-10-27,Freyung
09272-118-011_1,1997-09-29,Freyung
09272-118-011_3,2013-06-29,Freyung
09272-118-011_4,2018-08-25,Freyung
09272-118-011_7,2021-03-16,Freyung
09272-118-016,1989-07-31,Freyung
09272-118-016_2,1995-11-17,Freyung
09272-118-016_3,1996-02-21,Freyung
09272-118-017,1997-07-21,Freyung
09272-118-017_1,2000-07-08,Freyung
09272-127-013,2005-04-20,Hohenau
09272-127-034,2020-10-20,Hohenau
09272-127-039,2021-11-16,Hohenau
09272-127-036,2021-06-24,Hohenau
09272-127-047,2023-10-16,Hohenau
09272-127-022,2012-06-20,Hohenau
09275126-088-000,2010-01-08,Hauzenberg
092751-OAS-002-000,2010-01-08,Hauzenberg
092751-OAS-026-000,2013-07-17,Hauzenberg
09272-141-017,2006-07-18,Röhrnbach
09272-141-017_1,2013-03-05,Röhrnbach
09272-141-004,1992-11-04,Röhrnbach
09272-141-012,1999-07-14,Röhrnbach
09272-141-004_1,2004-12-08,Röhrnbach
09272-141-066,2022-02-15,Röhrnbach
09272-141-030,1996-04-11,Röhrnbach
09272-141-035,2008-12-05,Röhrnbach
09272-141-037,2011-01-18,Röhrnbach
09272-141-038,2014-04-04,Röhrnbach
09272-141-064,2021-11-05,Röhrnbach
09272-141-024,1990-05-23,Röhrnbach
09272-141-024_1,2022-02-11,Röhrnbach
09272-141-068,2022-09-06,Röhrnbach
09272-141-020,2009-06-25,Röhrnbach
09272-141-020_1,2014-02-07,Röhrnbach
09272-118-020,2002-02-26,Freyung
09272-118-030,2001-05-07,Freyung
09272-118-021,2001-10-16,Freyung
09272-118-042,2018-03-31,Freyung
09272-118-009,1997-09-25,Freyung
09272-118-009_1,2000-01-29,Freyung
09272-118-009_3,2002-05-25,Freyung
09272-118-009_4,2005-01-06,Freyung
09272-118-009_5,2005-09-20,Freyung
09272-118-029,2008-09-26,Freyung
09272-118-009_6,2011-02-14,Freyung
09272-118-009_7,2012-04-21,Freyung
09272-118-009_8,2014-08-29,Freyung
09272-118-047,2019-06-01,Freyung
09272-118-059,2024-01-17,Freyung
09272-118-015,1993-06-11,Freyung
09272-118-015_1,1994-04-21,Freyung
09272-118-025,2008-11-04,Freyung
09272-118-041,2017-08-07,Freyung
09272-126-008,1992-09-01,Hinterschmiding
09272-126-008_1,1994-07-08,Hinterschmiding
09272-118-017_2,2000-07-08,Freyung
09272-118-017_3,2003-05-26,Freyung
09272-118-017_4,2011-03-11,Freyung
09272-118-017_5,2013-07-02,Freyung
09272-118-017_9,2021-10-27,Freyung
09272-118-017_11,2022-05-11,Freyung
09272-118-017_6,2014-06-05,Freyung
09272-118-017_7,2016-02-10,Freyung
09272-118-044,2018-09-21,Freyung
09272-134-004,2010-01-04,Mauth
09272-134-001,2006-12-04,Mauth
09272-134-001_1,2017-09-11,Mauth
092751-OAS-005-000,1994-07-01,Hauzenberg
092751-OAS-024-000,1989-01-03,Hauzenberg
092751-OAS-024-001,1996-04-01,Hauzenberg
092751-OAS-016-000,1998-12-16,Hauzenberg
092751-OAS-024-003,2017-11-07,Hauzenberg
092751-OAS-018-003,2013-08-02,Hauzenberg
092751-OAS-021-000,1983-12-01,Hauzenberg
092751-OAS-018-000,1990-07-02,Hauzenberg
09275126-063-000,1995-06-01,Hauzenberg
092751-OAS-018-001,1995-06-30,Hauzenberg
09275126-063-001,1997-02-05,Hauzenberg
092751-OAS-018-002,1999-08-18,Hauzenberg
092751-OAS-019-000,2004-12-28,Hauzenberg
092751-ABS-008-000,2006-05-05,Hauzenberg
09275126-063-003,2015-01-30,Hauzenberg
09275126-063-004,2019-01-29,Hauzenberg
09275126-063-005,2020-06-02,Hauzenberg
09275126-062-000,1993-06-01,Hauzenberg
09272-118-035,2013-08-09,Freyung
09272-118-036,2013-12-10,Freyung
09272-118-022,2002-07-26,Freyung
09272-118-040,2016-12-15,Freyung
09272-126-009,1994-03-07,Hinterschmiding
09272-126-029,2014-01-31,Hinterschmiding
09272-126-006,1992-07-13,Hinterschmiding
09272-126-020,2000-09-04,Hinterschmiding
09272-126-015,2001-07-26,Hinterschmiding
09272-126-032,2015-01-27,Hinterschmiding
09272-126-036,2022-08-05,Hinterschmiding
09272-134-002,1995-07-03,Mauth
09272-134-015,1995-11-13,Mauth
09272-134-003_01,2001-01-23,Mauth
09272-134-011,2006-03-03,Mauth
09272-134-003,2006-03-10,Mauth
09272-134-014,2006-07-03,Mauth
09272-134-006,2006-12-05,Mauth
09272-134-003_1,2006-12-13,Mauth
09272-134-013,2007-07-24,Mauth
09272-134-012,2008-08-14,Mauth
09272-134-008,2011-09-21,Mauth
09272-134-018,2019-05-13,Mauth
09272-134-003_2,2019-10-23,Mauth
09272-134-003_3,2020-12-07,Mauth
09272-134-009,2006-08-22,Mauth
092751-OAS-015-000,1981-06-01,Hauzenberg
09275126-060-000,1982-02-01,Hauzenberg
09275126-061-000,1995-08-01,Hauzenberg
09275126-061-001,1996-07-01,Hauzenberg
09275126-061-002,1997-03-03,Hauzenberg
09275126-060-000_1,2022-12-06,Hauzenberg
09275126-090-000,2010-01-08,Hauzenberg
09275126-095-005,1994-08-01,Hauzenberg
09275126-095-006,2015-04-04,Hauzenberg
09275126-062-001,2003-01-20,Hauzenberg
092751-OAS-020-000,2013-08-02,Hauzenberg
09275126-118-000,2022-01-25,Hauzenberg
092751-OAS-030-000,1999-12-15,Hauzenberg
092751-OAS-030-001,2011-02-04,Hauzenberg
092751-OAS-030-002,2020-11-03,Hauzenberg
09272-118-019,1979-06-08,Freyung
09272-118-019_1,1994-04-02,Freyung
09272-118-018,1995-10-25,Freyung
09272-118-043,2018-08-25,Freyung
09272-118-043_1,2021-05-05,Freyung
09272-118-055,2023-05-24,Freyung
09272-126-001,1972-09-01,Hinterschmiding
09272-126-001_1,1979-01-29,Hinterschmiding
09272-126-001_2,1983-09-12,Hinterschmiding
09272-126-001_3,1987-11-12,Hinterschmiding
09272-126-004,1993-02-17,Hinterschmiding
09272-126-010,1996-08-28,Hinterschmiding
09272-126-023,2002-06-26,Hinterschmiding
09272-126-024,2006-07-21,Hinterschmiding
09272-126-027,2012-07-30,Hinterschmiding
09272-126-023_1,2014-06-11,Hinterschmiding
09272-126-030,2015-04-28,Hinterschmiding
09272-126-031,2016-07-26,Hinterschmiding
09272-126-001_4,2020-09-22,Hinterschmiding
09272-126-012,1999-01-08,Hinterschmiding
09272-126-033,2016-06-13,Hinterschmiding
09272-126-026,2010-09-08,Hinterschmiding
09272-126-034,2018-08-21,Hinterschmiding
09272-126-034_1,2021-03-31,Hinterschmiding
09272-134-010,2006-01-27,Mauth
09275126-032-000,1984-09-12,Hauzenberg
09275126-035-000,1985-11-04,Hauzenberg
09275126-035-001,1988-08-12,Hauzenberg
092751-OAS-023-000,1989-02-01,Hauzenberg
09275126-035-003,1993-04-01,Hauzenberg
092751-OAS-025-000,1995-04-03,Hauzenberg
09275126-035-004,2001-07-12,Hauzenberg
09275126-035-006,2002-06-19,Hauzenberg
092751-OAS-025-001,2003-08-20,Hauzenberg
09275126-032-002,2004-10-20,Hauzenberg
09275126-035-005,2004-10-20,Hauzenberg
092751-OAS-023-001,2012-01-07,Hauzenberg
09275126-035-000_8,2017-11-07,Hauzenberg
09275126-112-000,2020-07-07,Hauzenberg
092751-OAS-025-002,2020-12-02,Hauzenberg
09275126-033-000,1983-05-18,Hauzenberg
09275126-035-002,1989-06-01,Hauzenberg
09275126-033-001,1993-04-01,Hauzenberg
09275126-032-001,1998-10-09,Hauzenberg
09275126-OAS-007-000,2000-06-16,Hauzenberg
09275126-OAS-007-001,2000-12-13,Hauzenberg
09275126-OAS-007-003,2011-05-06,Hauzenberg
09275126-033-002,2013-07-05,Hauzenberg
09275126-033-003,2019-03-05,Hauzenberg
09275126-033-004,2019-06-28,Hauzenberg
09275126-100-000,2013-10-07,Hauzenberg
09275126-095-001,1975-09-05,Hauzenberg
09275126-095-000,1975-10-01,Hauzenberg
09275126-095-002,1979-06-01,Hauzenberg
09275126-025-000,1989-09-11,Hauzenberg
09275126-025-001,1991-10-01,Hauzenberg
09275126-095-003,1992-07-01,Hauzenberg
09275126-095-004,1993-12-01,Hauzenberg
09275126-025-002,2000-11-06,Hauzenberg
09275126-025-003,2006-01-07,Hauzenberg
09275126-052-000,2006-03-03,Hauzenberg
09275126-OAS-005-001,1992-06-01,Hauzenberg
09275126-OAS-005-002,1993-04-01,Hauzenberg
09275126-096-000,2003-10-15,Hauzenberg
09275126-096-001,2020-11-03,Hauzenberg
09275126-OAS-005-000,1992-03-02,Hauzenberg
09275126-OAS-005-003,2001-05-15,Hauzenberg
09275126-OAS--001-000,1998-06-17,Hauzenberg
092751-OAS-010-000,2002-04-17,Hauzenberg
092751-OAS-010-001,2019-06-26,Hauzenberg
09275126-002-000,2000-09-20,Hauzenberg
09275126-002-002,2011-02-04,Hauzenberg
09275126-ABS-003-000,2005-02-04,Hauzenberg
09272-126-014,1998-06-08,Hinterschmiding
09272-126-011,1998-10-01,Hinterschmiding
09272-121-018,1999-04-01,Grainet
09272-126-014_1,2003-11-10,Hinterschmiding
09272-126-025,2006-12-11,Hinterschmiding
09272-126-028,2013-09-05,Hinterschmiding
09272-126-018,1999-04-08,Hinterschmiding
09272-126-005,1991-10-14,Hinterschmiding
09272-126-002,1979-12-01,Hinterschmiding
09272-126-002_1,1990-01-24,Hinterschmiding
09272-126-003,1991-03-11,Hinterschmiding
09272-126-016,1999-03-08,Hinterschmiding
09272-126-017,1999-07-06,Hinterschmiding
09272-126-017_2,2022-06-21,Hinterschmiding
09272-126-035,2022-08-05,Hinterschmiding
09272-134-005,2006-03-02,Mauth
09272-134-005_2,2016-05-09,Mauth
09272-134-005_1,2006-03-02,Mauth
09272-134-005_3,2021-06-21,Mauth
09275-153-010_000,2005-05-18,Untergriesbach
09275-153-010_001,2007-01-17,Untergriesbach
09275126-OAS-007-002,2006-10-06,Hauzenberg
09275126-OAS-001-005,2014-08-20,Hauzenberg
09275126-OAS-001-006,2015-01-19,Hauzenberg
092751-OAS-028-000,2002-05-15,Hauzenberg
0927512-093-000,1971-02-15,Hauzenberg
0927512-093-002,1973-04-06,Hauzenberg
0927512-093-003,1973-04-06,Hauzenberg
0927512-093-004,1973-07-06,Hauzenberg
0927512-093-005,1975-04-08,Hauzenberg
0927512-093-006,1978-07-03,Hauzenberg
09275126-015-000,1985-11-04,Hauzenberg
0927512-093-008,1990-07-17,Hauzenberg
0927512-093-009,1992-04-01,Hauzenberg
0927512-093-010,1992-09-01,Hauzenberg
09275126-015-003,1993-06-01,Hauzenberg
09275126-015-004,1993-11-01,Hauzenberg
0927512-093-011,1996-10-01,Hauzenberg
09275126-015-005,1996-12-27,Hauzenberg
09275126-086-000,2010-12-03,Hauzenberg
0927512-093-012,2012-10-05,Hauzenberg
09275126-005-000,1972-06-27,Hauzenberg
09275126-017-000,1974-12-06,Hauzenberg
09275126-019-000,1985-04-09,Hauzenberg
09275126-019-002,1988-09-05,Hauzenberg
09275126-019-003,1990-11-02,Hauzenberg
09275126-005-003,1991-07-01,Hauzenberg
09275126-015-001,1992-09-01,Hauzenberg
09275126-015-002,1992-09-01,Hauzenberg
09275126-005-090,1993-02-01,Hauzenberg
09275126-019-004,1993-06-01,Hauzenberg
09275126-078-000,1994-07-01,Hauzenberg
09275126-080-000,1994-08-01,Hauzenberg
09275126-005-004,1994-12-01,Hauzenberg
09275126-078-002,1995-12-01,Hauzenberg
09275126-018-000,1995-12-01,Hauzenberg
09275126-078-003,1997-03-19,Hauzenberg
09275126-094-000,1998-03-11,Hauzenberg
09275126-078-004,2001-08-16,Hauzenberg
09275126-019-007,2002-05-15,Hauzenberg
09275126-094-002,2002-08-14,Hauzenberg
09275126-005-005,2003-06-18,Hauzenberg
09275126-019-008,2003-07-16,Hauzenberg
09275126-078-005,2003-09-05,Hauzenberg
09275126-094-005,2011-11-07,Hauzenberg
09275126-080-001,2014-12-05,Hauzenberg
09275126-080-002,2015-08-07,Hauzenberg
09275126-080-003,2017-01-27,Hauzenberg
09275126-078-010,2017-05-05,Hauzenberg
09275126-018-001,2018-10-02,Hauzenberg
09275126-015-006,2022-03-01,Hauzenberg
09275126-019-009,2022-09-06,Hauzenberg
09275126-007-000,1971-10-25,Hauzenberg
09275126-006-000,1971-11-25,Hauzenberg
09275126-077-000,1972-04-25,Hauzenberg
09275126-006-001,1982-12-22,Hauzenberg
09275126-006-002,1985-02-01,Hauzenberg
09275126-006-003,1989-02-01,Hauzenberg
092751-OAS-014-000,1999-07-14,Hauzenberg
09275126-077-005,1999-08-18,Hauzenberg
09275126-094-001,2001-09-19,Hauzenberg
09275126-077-006,2003-10-15,Hauzenberg
